Bevölkerung,Bildung und Wissenschaft,"Geographie, Geologie und Geobasisdaten",Gesetze und Justiz,Gesundheit,"Infrastruktur, Bauen und Wohnen","Kultur, Freizeit, Sport, Tourismus",Politik und Wahlen,Soziales,Transport und Verkehr,Umwelt und Klima,Verbraucherschutz,"Öffentliche Verwaltung, Haushalt und Steuern",Wirtschaft und Arbeit,Sonstiges,Noch nicht kategorisiert,Dateibezeichnung,URL,Lizenz,Format,Quelle
,,,,,,,,,,x,,,,,,Dümmer Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62157,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Digitales Geländemodell DGM5 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-44f7-326b01ab6210,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Lärmkartierung Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=249f8148-34f3-4eb6-8129-f4ea055a8a28,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemarkungsgrenzen Auswahl Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=497f8f91-d4fa-42cc-885a-f13a8694267f,nicht bekannt,,d
,,,,,,,,x,,,,,,,,Ambulante Pflege Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6233,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitale Orthophotos 2007-2008 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=9ad5a54d-8bfc-4cd9-9c43-da0227b5c1a4,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Kreisgrenze Landkreis Nienburg,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=bbe49a06-26c9-44e5-bc7b-36866922221a,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitale Straßenkarte 1:10.000 Farbe Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7d951813-1282-448c-bfe5-a049f395414b,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Digitale Orthophotos 2002-2003 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-44f7-326b01ab6219,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Luftbilder 2011 Raster Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=932b93c7-c38a-4660-9bbb-b5e69c2a25d9,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Hallenbäder Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6215,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Hunteverlauf Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=07111906-7fd5-4654-8e57-060a8ea39f01,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Fliessgewässer Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c78b7a1b-0a12-4b13-98e7-fa54f63546fa,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Nullpunkte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=97f2df12-09b2-460b-b08d-31bee5231556,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemeindegrenzen Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6262,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Lärmkartierung Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a9dc6361-4a62-4b2e-bc60-b2794f0bd67b,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Hydrografische Karte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62175,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Camping und Wohnmobilstellplätze Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6213,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Baumkataster Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7c9a25a5-1f3b-4129-9a66-750386330af3,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Tiergehege Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=72ee0b28-401c-495a-adbf-7b3be86c1d1e,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Gasrohrfernleitung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62105,nicht bekannt,,d
,,,,,,,,,,,,x,,,,DWL Grenzverlauf Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6250,nicht bekannt,,d
,,,,,,,,,,,,x,,,,DWL Ortslage Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6253,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Sonstige Eisenbahnstrecke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a0ebdc88-0e11-4cab-8007-13839dd94b00,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Wanderwegpfähle Stemweder Berg Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=f17a8c7c-a175-4bbe-9358-b816a29858e9,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Diepholzer Moorniederung Naturraumgrenze Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=5f194900-5c18-438a-89c5-cec3f8be2f31,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Rettungswachenstandorte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=155db496-9554-420d-b049-8912c1d3bb63,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitale topographische Karte 1:25.000 Farbe Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=5eb04814-1e1f-4c52-9ef9-744c92bc3a45,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitale topographische Karte 1:25.000 Graustufen-Darstellung  Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e115e007-4051-4d00-92a0-57e2d9d107c9,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Deichgeschütztes Gebiet (Weser),http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62169,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Krähenvergrämung Standorte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=4962bfa5-a2cf-45e8-96b5-741ff6282cdc,nicht bekannt,,d
,,,,,,,,,,x,,,,,,NSG-Beschilderung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6291,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Flurstücke Hunteverlauf Landkreis Oldenburg,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6257,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Verdachtsflächen Pufferzone 100 m Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62189,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Gewässerkilometer (der Gewässer 2. Ordnung) Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62172,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Quartärbasis Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=76efe255-8234-43ea-8f6f-aed761fd1a3d,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Topgraphische Karte 1:50.000 Schwarz-Weiß-Darstellung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=2a8cb426-46ce-439c-bedd-02053356f84f,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Wirtschaftswege Stadt Sulingen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=242bc12b-94a9-4db9-8325-0adf5fa2f0c9,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Breitband Gesamtantworten Einzelauswertung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e881e2c6-7e4f-4420-8753-791b3585b70f,nicht bekannt,,d
,,,,,,x,,,,,,,,,,Reitwege-Highlights Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6219,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Eisenbahnstrecken Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ed03e6b6-ad6b-484d-a14b-c69b424f458d,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Fachkarte Wind und Wasser Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ed3f761f-a91c-43e6-8d35-102dbd4b684c,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Verdachtsflächen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62188,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Digitale Topographische Karte 1:50000 Graustufen-Darstellung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=56fef89e-3943-4522-8bef-f9a13ec2fe69,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Versorgungsgebiet Harzwasserwerke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62190,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Gesamtstaatliche repräsentative Gebiete DGK5 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=8b2cbaa1-e034-4983-8ebe-ff34e4be0fba,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Flurstücke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-44f7-326b01ab621,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Fachkarte Erneuerbare Energien Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=17c51632-bac0-4ee3-a8a1-17a6cb1acac4,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Versorgungsgebiet Süstedt Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62196,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Bohmte Naturschutzgebiete Landkreis Osnabrück,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6261,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemeinde einzelne Abgrenzung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=3c078056-852a-4b47-bf5c-f146baf53031,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Wahlbezirke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=483f29d2-9a40-420a-bb34-60f27bb962af,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Haupteisenbahnstrecke Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=bdee6b17-8939-49bf-b3c2-eee2dceb3b21,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Umspannwerke 110kV Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=45676ce3-e609-4be6-a27b-cc1a372f9f63,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Gewässeraufsicht-Nord Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62208,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Zustandsklassen Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=11eb101f-f91d-4555-9c3a-1acf73c02a3a,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Samtgemeinde Einzelabgrenzung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c8f2735e-a97a-4a87-9148-990d9003e8aa,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Städte Einzelabgrenzungen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a17bb30e-c6cf-4bbe-b046-4d5fbe188b68,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Baumbestand an Strassen Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=28f7595d-9b71-41fa-b5aa-29cff5654123,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Strassenreinigungsklassen Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=38ba19a5-9d62-4cd2-87ed-bb4f8f4967dd,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Löschwasserentnahmestellenkataster Gemeinde Weyhe,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e4fbf850-4aff-47a6-abcb-fd6f0ce13938,nicht bekannt,,d
,,,,,,,,x,,,,,,,,Gerontopsychiatrische Beratungsstellen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6231,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Elektrische Leitungen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62103,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Städte Deutschland,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6245,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Hochwasser Hache 5jährig Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=f79e45e5-4f7c-4484-a984-459ae0077cd3,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Hache Hochwasser 20jährig Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=63c3fb67-f8e2-4614-9bca-9301d0435111,nicht bekannt,,d
,,,,,,,,,,x,,,,,,DWL Fliessgewässer Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6248,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Niederschlagswasserbeseitigung Einleitungsstellen Landkreis Diepholz (Südkreis),http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=152d8320-8037-48df-b2d0-b777fba33193,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Kanalkataster Samtgemeinde Barnstorf,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=80f00913-7495-445e-972a-8639c589d84a,nicht bekannt,,d
,,,,,,,,,,,,x,,,,DWL Orte Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6252,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Gemeindegrenzen Reg.-Bez. Weser-Ems,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6271,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Niederschlagswasserbeseitigung Einzugsflächen Landkreis Diepholz (Südkreis),http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=50418dc6-5c29-4359-968b-a27465fce166,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Kanalkataster Stadt Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=e26160b6-70af-4a83-a422-b587e775d88c,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Winterschilder Dümmer Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=9671cc20-dbab-4e53-b68a-c0362cc1908e,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Kreisgrenzen Niedersachsen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6264,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Verdachtsflächen alt erste Erfassung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=7c2c4567-a591-466d-a009-e87a28be4a46,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Bebauungspläne Gemeinde Stuhr,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=cc271511-4437-4301-a4ce-9102ab16097e,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Topographische Übersichtskarte 1:200.000 Farbe Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=236b2aa2-03f9-4cf7-8962-2c18bd27b0d3,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Grundwasserkörper (EU-WRRL) Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62160,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Baumbestand an Straßen Stadt Bassum,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=fa963a67-0008-42bd-bdf8-4cb549dc0101,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Straßennetz Stadt Sulingen,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=488c5115-be5f-43b2-a405-a6878957d3fa,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Grundwasserentnahmen Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62206,nicht bekannt,,d
,,,,,,,,,,x,,,,,,Sandabbau Trockengewinnung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab6298,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Topographische Übersichtskarte 1:200.000 Schwarz-Weiß-Darstellung Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=d2f1760d-2b9c-42ff-82c9-560825439da7,nicht bekannt,,d
,,,,,,,,,,,,x,,,,Adressdaten 2013 Landkreis Diepholz ,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62106,nicht bekannt,,d
,,x,,,,,,,,,,,,,,Adressdaten 2003 Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=ba3ace60-4d2e-4694-47f7-326b01ab62212,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Fachkarte Auto und Verkehr Landkreis Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=4e387577-3ed7-44d4-8ff1-568583fe9a10,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Straßennetz Samtgemeinde Rehden,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=56eb54b1-ae9b-4a88-a8dc-7c71f3fa116d,nicht bekannt,,d
,,,,,,,,,x,,,,,,,Strassenwidmung Stadt Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=c4aa5cb4-26cd-4fc2-9739-3a1a07d7e2f9,nicht bekannt,,d
,,,,,x,,,,,,,,,,,Flächennutzungsplan Stadt Diepholz,http://gdi.diepholz.de/geodatensuche/Query/ShowCSWInfo.do;?fileIdentifier=a76eb3c6-95ee-48db-b008-86e443d2df6e,nicht bekannt,,d
